task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features,time_window
binary,RF,BBA,0.05,0.8294025157232705,0.8284893018892349,0.4563024109014675,0.4248149986945069,0.37310010482180295,0.2389023955838981,0.2389023955838981,0.8837133123689728,263.0, (1hours)
binary,RF,BBA,0.1,0.8294025157232705,0.8284893018892349,0.43913784067085954,0.400806231560546,0.3902646750524109,0.24107755469685196,0.24107755469685196,0.8837133123689728,263.0, (1hours)
binary,RF,BBA,0.2,0.8294025157232705,0.8284893018892349,0.4378930817610063,0.3967716134913394,0.3915094339622642,0.23661792998216075,0.23661792998216075,0.8837133123689728,263.0, (1hours)
binary,RF,BBA,0.3,0.8294025157232705,0.8284893018892349,0.45558176100628933,0.4075910975643835,0.3738207547169812,0.20588699941601796,0.20588699941601796,0.8837133123689728,263.0, (1hours)
binary,RF,DBA-style,0.05,0.8294025157232705,0.8284893018892349,0.7583202306079665,0.7584192194441823,0.07108228511530398,0.07658157976827218,0.07658157976827218,0.8837133123689728,263.0, (1hours)
binary,RF,DBA-style,0.1,0.8294025157232705,0.8284893018892349,0.7572064989517819,0.7572568580994694,0.07219601677148846,0.0770390652416498,0.0770390652416498,0.8837133123689728,263.0, (1hours)
binary,RF,DBA-style,0.2,0.8294025157232705,0.8284893018892349,0.7566168763102725,0.756629842168028,0.07278563941299793,0.07715213141070415,0.07715213141070415,0.8837133123689728,263.0, (1hours)
binary,RF,DBA-style,0.3,0.8294025157232705,0.8284893018892349,0.7560272536687631,0.7560428654980933,0.07337526205450737,0.07772502071186768,0.07772502071186768,0.8837133123689728,263.0, (1hours)
binary,RF,FGSM-SNN,0.05,0.8294025157232705,0.8284893018892349,0.5573899371069182,0.5109347331395453,0.2720125786163522,0.16009106335404433,0.16009106335404433,0.8837133123689728,263.0, (1hours)
binary,RF,FGSM-SNN,0.1,0.8294025157232705,0.8284893018892349,0.5758647798742138,0.5057452936274225,0.2535377358490566,0.12021881135745428,0.12021881135745428,0.8837133123689728,263.0, (1hours)
binary,RF,FGSM-SNN,0.2,0.8294025157232705,0.8284893018892349,0.6029219077568133,0.5076733461709955,0.22648060796645708,0.0653610074515997,0.0653610074515997,0.8837133123689728,263.0, (1hours)
binary,RF,FGSM-SNN,0.3,0.8294025157232705,0.8284893018892349,0.5776991614255765,0.4925710731935379,0.25170335429769397,0.10892279761191968,0.10892279761191968,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-10-SNN,0.05,0.8294025157232705,0.8284893018892349,0.5666928721174004,0.5027983163539765,0.26270964360587,0.13399213130237478,0.13399213130237478,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-10-SNN,0.1,0.8294025157232705,0.8284893018892349,0.5513626834381551,0.4698154629861005,0.2780398322851153,0.1328457532972598,0.1328457532972598,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-10-SNN,0.2,0.8294025157232705,0.8284893018892349,0.5455974842767295,0.4605119072967643,0.2838050314465409,0.13653037420308414,0.13653037420308414,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-10-SNN,0.3,0.8294025157232705,0.8284893018892349,0.5550969601677149,0.46589564417514906,0.2743055555555556,0.12400633737869834,0.12400633737869834,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-20-SNN,0.05,0.8294025157232705,0.8284893018892349,0.5690513626834381,0.5047585092894975,0.26035115303983225,0.1308826040729235,0.1308826040729235,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-20-SNN,0.1,0.8294025157232705,0.8284893018892349,0.5541142557651991,0.4710691991354503,0.27528825995807127,0.12830906158185132,0.12830906158185132,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-20-SNN,0.2,0.8294025157232705,0.8284893018892349,0.5461871069182389,0.4612469933974914,0.2832154088050315,0.1370712980366127,0.1370712980366127,0.8837133123689728,263.0, (1hours)
binary,RF,PGD-20-SNN,0.3,0.8294025157232705,0.8284893018892349,0.553917714884696,0.4647805915421361,0.2754848008385744,0.12526125336176813,0.12526125336176813,0.8837133123689728,263.0, (1hours)
binary,XGBoost,BBA,0.05,0.845977463312369,0.8460537415329679,0.06191037735849057,0.0751335891046329,0.7840670859538784,0.8918063337177222,0.8918063337177222,0.8891509433962264,263.0, (1hours)
binary,XGBoost,BBA,0.1,0.845977463312369,0.8460537415329679,0.026860587002096436,0.03389330015582476,0.8191168763102725,0.9531577202148342,0.9531577202148342,0.8891509433962264,263.0, (1hours)
binary,XGBoost,BBA,0.2,0.845977463312369,0.8460537415329679,0.016705974842767295,0.021285567404453216,0.8292714884696017,0.9708715118184894,0.9708715118184894,0.8891509433962264,263.0, (1hours)
binary,XGBoost,BBA,0.3,0.845977463312369,0.8460537415329679,0.011137316561844864,0.014308473553685747,0.8348401467505241,0.9805804647438913,0.9805804647438913,0.8891509433962264,263.0, (1hours)
binary,XGBoost,DBA-style,0.05,0.845977463312369,0.8460537415329679,0.40435010482180295,0.39717130490699304,0.44162735849056606,0.3548247154842173,0.3548247154842173,0.8891509433962264,263.0, (1hours)
binary,XGBoost,DBA-style,0.1,0.845977463312369,0.8460537415329679,0.37388626834381555,0.35742881810872784,0.47209119496855345,0.35789666543825166,0.35789666543825166,0.8891509433962264,263.0, (1hours)
binary,XGBoost,DBA-style,0.2,0.845977463312369,0.8460537415329679,0.37231394129979034,0.3555658126289462,0.4736635220125786,0.35858303175186024,0.35858303175186024,0.8891509433962264,263.0, (1hours)
binary,XGBoost,DBA-style,0.3,0.845977463312369,0.8460537415329679,0.323833857442348,0.320919215639681,0.522143605870021,0.44298436034717426,0.44298436034717426,0.8891509433962264,263.0, (1hours)
binary,XGBoost,FGSM-SNN,0.05,0.845977463312369,0.8460537415329679,0.5642033542976939,0.5128059051395871,0.28177410901467503,0.1832172766856263,0.1832172766856263,0.8891509433962264,263.0, (1hours)
